method_name                                        ,project_name  ,access_type,size_in_sloc,if_block_count,for_block_count,getter_or_setter
replace|first                                      ,apache_commons,public     ,9           ,2             ,0              ,other
replace|all                                        ,apache_commons,public     ,1           ,0             ,0              ,other
replace|first                                      ,apache_commons,public     ,1           ,0             ,0              ,other
replace                                            ,apache_commons,public     ,2           ,0             ,0              ,other
replace|impl                                       ,apache_commons,private    ,17          ,3             ,1              ,other
reverse                                            ,apache_commons,public     ,11          ,1             ,1              ,other
trim                                               ,apache_commons,public     ,19          ,3             ,0              ,other
starts|with                                        ,apache_commons,public     ,16          ,4             ,1              ,other
ends|with                                          ,apache_commons,public     ,17          ,4             ,1              ,other
sub|sequence                                       ,apache_commons,public     ,10          ,3             ,0              ,other
substring                                          ,apache_commons,public     ,1           ,0             ,0              ,other
substring                                          ,apache_commons,public     ,2           ,0             ,0              ,other
left|string                                        ,apache_commons,public     ,7           ,2             ,0              ,other
right|string                                       ,apache_commons,public     ,7           ,2             ,0              ,other
mid|string                                         ,apache_commons,public     ,10          ,3             ,0              ,other
contains                                           ,apache_commons,public     ,7           ,1             ,1              ,other
contains                                           ,apache_commons,public     ,1           ,0             ,0              ,other
contains                                           ,apache_commons,public     ,1           ,0             ,0              ,other
index|of                                           ,apache_commons,public     ,1           ,0             ,0              ,other
index|of                                           ,apache_commons,public     ,11          ,2             ,1              ,other
index|of                                           ,apache_commons,public     ,1           ,0             ,0              ,other
index|of                                           ,apache_commons,public     ,25          ,5             ,2              ,other
index|of                                           ,apache_commons,public     ,1           ,0             ,0              ,other
index|of                                           ,apache_commons,public     ,12          ,2             ,1              ,other
last|index|of                                      ,apache_commons,public     ,1           ,0             ,0              ,other
last|index|of                                      ,apache_commons,public     ,10          ,2             ,1              ,other
last|index|of                                      ,apache_commons,public     ,1           ,0             ,0              ,other
last|index|of                                      ,apache_commons,public     ,21          ,5             ,2              ,other
last|index|of                                      ,apache_commons,public     ,1           ,0             ,0              ,other
last|index|of                                      ,apache_commons,public     ,12          ,2             ,1              ,other
as|tokenizer                                       ,apache_commons,public     ,1           ,0             ,0              ,other
as|reader                                          ,apache_commons,public     ,1           ,0             ,0              ,other
as|writer                                          ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,11          ,4             ,0              ,other
equals|ignore|case                                 ,apache_commons,public     ,16          ,3             ,1              ,other
equals                                             ,apache_commons,public     ,17          ,4             ,1              ,other
equals                                             ,apache_commons,public     ,1           ,0             ,0              ,other
hash|code                                          ,apache_commons,public     ,6           ,0             ,1              ,other
to|string                                          ,apache_commons,public     ,1           ,0             ,0              ,other
to|string|buffer                                   ,apache_commons,public     ,1           ,0             ,0              ,other
to|string|builder                                  ,apache_commons,public     ,1           ,0             ,0              ,other
build                                              ,apache_commons,public     ,1           ,0             ,0              ,other
validate|range                                     ,apache_commons,protected  ,10          ,3             ,0              ,other
validate|index                                     ,apache_commons,protected  ,3           ,1             ,0              ,other
tokenize                                           ,apache_commons,protected  ,4           ,1             ,0              ,other
get|content                                        ,apache_commons,public     ,5           ,1             ,0              ,getter
read                                               ,apache_commons,public     ,4           ,1             ,0              ,other
read                                               ,apache_commons,public     ,15          ,4             ,0              ,other
skip                                               ,apache_commons,public     ,8           ,2             ,0              ,other
ready                                              ,apache_commons,public     ,1           ,0             ,0              ,other
mark|supported                                     ,apache_commons,public     ,1           ,0             ,0              ,other
mark                                               ,apache_commons,public     ,1           ,0             ,0              ,other
reset                                              ,apache_commons,public     ,1           ,0             ,0              ,other
write                                              ,apache_commons,public     ,1           ,0             ,0              ,other
write                                              ,apache_commons,public     ,1           ,0             ,0              ,other
write                                              ,apache_commons,public     ,1           ,0             ,0              ,other
write                                              ,apache_commons,public     ,1           ,0             ,0              ,other
write                                              ,apache_commons,public     ,1           ,0             ,0              ,other
translate                                          ,apache_commons,public     ,7           ,1             ,0              ,other
translate                                          ,apache_commons,public     ,10          ,1             ,0              ,other
translate                                          ,apache_commons,public     ,27          ,5             ,1              ,other
with                                               ,apache_commons,public     ,4           ,0             ,0              ,other
hex                                                ,apache_commons,public     ,1           ,0             ,0              ,other
translate                                          ,apache_commons,public     ,3           ,0             ,0              ,other
iso|escape                                         ,apache_commons,public     ,1           ,0             ,0              ,other
iso|unescape                                       ,apache_commons,public     ,1           ,0             ,0              ,other
html|extended|escape                               ,apache_commons,public     ,1           ,0             ,0              ,other
html|extended|unescape                             ,apache_commons,public     ,1           ,0             ,0              ,other
basic|escape                                       ,apache_commons,public     ,1           ,0             ,0              ,other
basic|unescape                                     ,apache_commons,public     ,1           ,0             ,0              ,other
apos|escape                                        ,apache_commons,public     ,1           ,0             ,0              ,other
apos|unescape                                      ,apache_commons,public     ,1           ,0             ,0              ,other
java|ctrl|chars|escape                             ,apache_commons,public     ,1           ,0             ,0              ,other
java|ctrl|chars|unescape                           ,apache_commons,public     ,1           ,0             ,0              ,other
invert                                             ,apache_commons,public     ,6           ,0             ,1              ,other
above                                              ,apache_commons,public     ,1           ,0             ,0              ,other
below                                              ,apache_commons,public     ,1           ,0             ,0              ,other
between                                            ,apache_commons,public     ,1           ,0             ,0              ,other
outside|of                                         ,apache_commons,public     ,1           ,0             ,0              ,other
to|utf|escape                                      ,apache_commons,protected  ,2           ,0             ,0              ,other
translate                                          ,apache_commons,public     ,15          ,3             ,1              ,other
below                                              ,apache_commons,public     ,1           ,0             ,0              ,other
above                                              ,apache_commons,public     ,1           ,0             ,0              ,other
between                                            ,apache_commons,public     ,1           ,0             ,0              ,other
outside|of                                         ,apache_commons,public     ,1           ,0             ,0              ,other
translate                                          ,apache_commons,public     ,13          ,3             ,0              ,other
is|set                                             ,apache_commons,public     ,1           ,0             ,0              ,other
translate                                          ,apache_commons,public     ,44          ,8             ,0              ,other
translate                                          ,apache_commons,public     ,17          ,3             ,0              ,other
is|octal|digit                                     ,apache_commons,private    ,1           ,0             ,0              ,other
is|zero|to|three                                   ,apache_commons,private    ,1           ,0             ,0              ,other
below                                              ,apache_commons,public     ,1           ,0             ,0              ,other
above                                              ,apache_commons,public     ,1           ,0             ,0              ,other
outside|of                                         ,apache_commons,public     ,1           ,0             ,0              ,other
between                                            ,apache_commons,public     ,1           ,0             ,0              ,other
translate                                          ,apache_commons,public     ,19          ,4             ,0              ,other
to|utf|escape                                      ,apache_commons,protected  ,1           ,0             ,0              ,other
translate                                          ,apache_commons,public     ,21          ,3             ,0              ,other
translate                                          ,apache_commons,public     ,4           ,1             ,0              ,other
format|utc                                         ,apache_commons,public     ,1           ,0             ,0              ,other
format|utc                                         ,apache_commons,public     ,1           ,0             ,0              ,other
format|utc                                         ,apache_commons,public     ,1           ,0             ,0              ,other
format|utc                                         ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,2           ,0             ,0              ,other
format                                             ,apache_commons,public     ,2           ,0             ,0              ,other
is|same|day                                        ,apache_commons,public     ,8           ,1             ,0              ,other
is|same|day                                        ,apache_commons,public     ,4           ,1             ,0              ,other
is|same|instant                                    ,apache_commons,public     ,4           ,1             ,0              ,other
is|same|instant                                    ,apache_commons,public     ,4           ,1             ,0              ,other
is|same|local|time                                 ,apache_commons,public     ,4           ,1             ,0              ,other
parse|date                                         ,apache_commons,public     ,1           ,0             ,0              ,other
parse|date                                         ,apache_commons,public     ,1           ,0             ,0              ,other
parse|date|strictly                                ,apache_commons,public     ,1           ,0             ,0              ,other
parse|date|strictly                                ,apache_commons,public     ,1           ,0             ,0              ,other
parse|date|with|leniency                           ,apache_commons,private    ,20          ,2             ,0              ,other
add|years                                          ,apache_commons,public     ,1           ,0             ,0              ,other
add|months                                         ,apache_commons,public     ,1           ,0             ,0              ,other
add|weeks                                          ,apache_commons,public     ,1           ,0             ,0              ,other
add|days                                           ,apache_commons,public     ,1           ,0             ,0              ,other
add|hours                                          ,apache_commons,public     ,1           ,0             ,0              ,other
add|minutes                                        ,apache_commons,public     ,1           ,0             ,0              ,other
add|seconds                                        ,apache_commons,public     ,1           ,0             ,0              ,other
add|milliseconds                                   ,apache_commons,public     ,1           ,0             ,0              ,other
add                                                ,apache_commons,private    ,5           ,0             ,0              ,other
set|years                                          ,apache_commons,public     ,1           ,0             ,0              ,setter
set|months                                         ,apache_commons,public     ,1           ,0             ,0              ,setter
set|days                                           ,apache_commons,public     ,1           ,0             ,0              ,setter
set|hours                                          ,apache_commons,public     ,1           ,0             ,0              ,setter
set|minutes                                        ,apache_commons,public     ,1           ,0             ,0              ,setter
set|seconds                                        ,apache_commons,public     ,1           ,0             ,0              ,setter
set|milliseconds                                   ,apache_commons,public     ,1           ,0             ,0              ,setter
set                                                ,apache_commons,private    ,6           ,0             ,0              ,other
to|calendar                                        ,apache_commons,public     ,3           ,0             ,0              ,other
to|calendar                                        ,apache_commons,public     ,3           ,0             ,0              ,other
round                                              ,apache_commons,public     ,5           ,0             ,0              ,other
round                                              ,apache_commons,public     ,6           ,1             ,0              ,other
round                                              ,apache_commons,public     ,10          ,3             ,0              ,other
truncate                                           ,apache_commons,public     ,5           ,0             ,0              ,other
truncate                                           ,apache_commons,public     ,6           ,1             ,0              ,other
truncate                                           ,apache_commons,public     ,10          ,3             ,0              ,other
ceiling                                            ,apache_commons,public     ,5           ,0             ,0              ,other
ceiling                                            ,apache_commons,public     ,6           ,1             ,0              ,other
ceiling                                            ,apache_commons,public     ,10          ,3             ,0              ,other
modify                                             ,apache_commons,private    ,94          ,20            ,0              ,other
iterator                                           ,apache_commons,public     ,4           ,0             ,0              ,other
iterator                                           ,apache_commons,public     ,66          ,6             ,0              ,other
iterator                                           ,apache_commons,public     ,10          ,3             ,0              ,other
get|fragment|in|milliseconds                       ,apache_commons,public     ,1           ,0             ,0              ,getter
get|fragment|in|seconds                            ,apache_commons,public     ,1           ,0             ,0              ,getter
get|fragment|in|minutes                            ,apache_commons,public     ,1           ,0             ,0              ,getter
get|fragment|in|hours                              ,apache_commons,public     ,1           ,0             ,0              ,getter
get|fragment|in|days                               ,apache_commons,public     ,1           ,0             ,0              ,getter
get|fragment|in|milliseconds                       ,apache_commons,public     ,1           ,0             ,0              ,getter
get|fragment|in|seconds                            ,apache_commons,public     ,1           ,0             ,0              ,getter
get|fragment|in|minutes                            ,apache_commons,public     ,1           ,0             ,0              ,getter
get|fragment|in|hours                              ,apache_commons,public     ,1           ,0             ,0              ,getter
get|fragment|in|days                               ,apache_commons,public     ,1           ,0             ,0              ,getter
get|fragment                                       ,apache_commons,private    ,4           ,0             ,0              ,getter
get|fragment                                       ,apache_commons,private    ,34          ,1             ,0              ,getter
truncated|equals                                   ,apache_commons,public     ,1           ,0             ,0              ,other
truncated|equals                                   ,apache_commons,public     ,1           ,0             ,0              ,other
truncated|compare|to                               ,apache_commons,public     ,3           ,0             ,0              ,other
truncated|compare|to                               ,apache_commons,public     ,3           ,0             ,0              ,other
validate|date|not|null                             ,apache_commons,private    ,1           ,0             ,0              ,other
has|next                                           ,apache_commons,public     ,1           ,0             ,0              ,other
next                                               ,apache_commons,public     ,5           ,1             ,0              ,other
remove                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format|duration|hms                                ,apache_commons,public     ,1           ,0             ,0              ,other
format|duration|iso                                ,apache_commons,public     ,1           ,0             ,0              ,other
format|duration                                    ,apache_commons,public     ,1           ,0             ,0              ,other
format|duration                                    ,apache_commons,public     ,24          ,4             ,0              ,other
format|duration|words                              ,apache_commons,public     ,40          ,9             ,0              ,other
format|period|iso                                  ,apache_commons,public     ,1           ,0             ,0              ,other
format|period                                      ,apache_commons,public     ,1           ,0             ,0              ,other
format|period                                      ,apache_commons,public     ,89          ,9             ,0              ,other
format                                             ,apache_commons,null       ,38          ,9             ,0              ,other
padded|value                                       ,apache_commons,private    ,2           ,0             ,0              ,other
lexx                                               ,apache_commons,null       ,65          ,6             ,1              ,other
contains|token|with|value                          ,apache_commons,null       ,6           ,1             ,0              ,other
increment                                          ,apache_commons,null       ,1           ,0             ,0              ,other
get|count                                          ,apache_commons,null       ,1           ,0             ,0              ,getter
get|value                                          ,apache_commons,null       ,1           ,0             ,0              ,getter
equals                                             ,apache_commons,public     ,17          ,5             ,0              ,other
hash|code                                          ,apache_commons,public     ,1           ,0             ,0              ,other
to|string                                          ,apache_commons,public     ,1           ,0             ,0              ,other
create|instance                                    ,apache_commons,protected  ,1           ,0             ,0              ,other
get|instance                                       ,apache_commons,public     ,1           ,0             ,0              ,getter
get|instance                                       ,apache_commons,public     ,1           ,0             ,0              ,getter
get|instance                                       ,apache_commons,public     ,1           ,0             ,0              ,getter
get|instance                                       ,apache_commons,public     ,1           ,0             ,0              ,getter
get|instance                                       ,apache_commons,public     ,1           ,0             ,0              ,getter
get|date|instance                                  ,apache_commons,public     ,1           ,0             ,0              ,getter
get|date|instance                                  ,apache_commons,public     ,1           ,0             ,0              ,getter
get|date|instance                                  ,apache_commons,public     ,1           ,0             ,0              ,getter
get|date|instance                                  ,apache_commons,public     ,1           ,0             ,0              ,getter
get|time|instance                                  ,apache_commons,public     ,1           ,0             ,0              ,getter
get|time|instance                                  ,apache_commons,public     ,1           ,0             ,0              ,getter
get|time|instance                                  ,apache_commons,public     ,1           ,0             ,0              ,getter
get|time|instance                                  ,apache_commons,public     ,1           ,0             ,0              ,getter
get|date|time|instance                             ,apache_commons,public     ,1           ,0             ,0              ,getter
get|date|time|instance                             ,apache_commons,public     ,1           ,0             ,0              ,getter
get|date|time|instance                             ,apache_commons,public     ,1           ,0             ,0              ,getter
get|date|time|instance                             ,apache_commons,public     ,1           ,0             ,0              ,getter
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
parse                                              ,apache_commons,public     ,1           ,0             ,0              ,other
parse                                              ,apache_commons,public     ,1           ,0             ,0              ,other
parse                                              ,apache_commons,public     ,1           ,0             ,0              ,other
parse|object                                       ,apache_commons,public     ,1           ,0             ,0              ,other
get|pattern                                        ,apache_commons,public     ,1           ,0             ,0              ,getter
get|time|zone                                      ,apache_commons,public     ,1           ,0             ,0              ,getter
get|locale                                         ,apache_commons,public     ,1           ,0             ,0              ,getter
get|max|length|estimate                            ,apache_commons,public     ,1           ,0             ,0              ,getter
equals                                             ,apache_commons,public     ,5           ,1             ,0              ,other
hash|code                                          ,apache_commons,public     ,1           ,0             ,0              ,other
to|string                                          ,apache_commons,public     ,1           ,0             ,0              ,other
apply|rules                                        ,apache_commons,protected  ,1           ,0             ,0              ,other
compare                                            ,apache_commons,public     ,1           ,0             ,0              ,other
init                                               ,apache_commons,private    ,9           ,1             ,1              ,other
get|max|width                                      ,apache_commons,null       ,6           ,1             ,0              ,getter
get|next|strategy                                  ,apache_commons,null       ,8           ,2             ,0              ,getter
letter|pattern                                     ,apache_commons,private    ,8           ,1             ,0              ,other
literal                                            ,apache_commons,private    ,18          ,3             ,0              ,other
is|format|letter                                   ,apache_commons,private    ,1           ,0             ,0              ,other
get|pattern                                        ,apache_commons,public     ,1           ,0             ,0              ,getter
get|time|zone                                      ,apache_commons,public     ,1           ,0             ,0              ,getter
get|locale                                         ,apache_commons,public     ,1           ,0             ,0              ,getter
equals                                             ,apache_commons,public     ,5           ,1             ,0              ,other
hash|code                                          ,apache_commons,public     ,1           ,0             ,0              ,other
to|string                                          ,apache_commons,public     ,1           ,0             ,0              ,other
read|object                                        ,apache_commons,private    ,3           ,0             ,0              ,other
parse|object                                       ,apache_commons,public     ,1           ,0             ,0              ,other
parse                                              ,apache_commons,public     ,9           ,2             ,0              ,other
parse|object                                       ,apache_commons,public     ,1           ,0             ,0              ,other
parse                                              ,apache_commons,public     ,3           ,0             ,0              ,other
parse                                              ,apache_commons,public     ,9           ,1             ,0              ,other
simple|quote                                       ,apache_commons,private    ,24          ,1             ,1              ,other
append|display|names                               ,apache_commons,private    ,13          ,1             ,0              ,other
adjust|year                                        ,apache_commons,private    ,2           ,0             ,0              ,other
is|number                                          ,apache_commons,null       ,1           ,0             ,0              ,other
create|pattern                                     ,apache_commons,null       ,1           ,0             ,0              ,other
create|pattern                                     ,apache_commons,null       ,1           ,0             ,0              ,other
is|number                                          ,apache_commons,null       ,1           ,0             ,0              ,other
parse                                              ,apache_commons,null       ,8           ,1             ,0              ,other
get|strategy                                       ,apache_commons,private    ,53          ,1             ,0              ,getter
get|cache                                          ,apache_commons,private    ,6           ,1             ,0              ,getter
get|locale|specific|strategy                       ,apache_commons,private    ,10          ,2             ,0              ,getter
is|number                                          ,apache_commons,null       ,1           ,0             ,0              ,other
parse                                              ,apache_commons,null       ,13          ,2             ,1              ,other
set|calendar                                       ,apache_commons,null       ,6           ,1             ,0              ,setter
is|number                                          ,apache_commons,null       ,1           ,0             ,0              ,other
parse                                              ,apache_commons,null       ,30          ,5             ,2              ,other
modify                                             ,apache_commons,null       ,1           ,0             ,0              ,other
modify                                             ,apache_commons,null       ,1           ,0             ,0              ,other
set|calendar                                       ,apache_commons,null       ,12          ,2             ,0              ,setter
set|calendar                                       ,apache_commons,null       ,1           ,0             ,0              ,setter
get|strategy                                       ,apache_commons,null       ,10          ,0             ,0              ,getter
modify                                             ,apache_commons,null       ,1           ,0             ,0              ,other
modify                                             ,apache_commons,null       ,1           ,0             ,0              ,other
modify                                             ,apache_commons,null       ,1           ,0             ,0              ,other
modify                                             ,apache_commons,null       ,1           ,0             ,0              ,other
init                                               ,apache_commons,private    ,7           ,0             ,1              ,other
parse|pattern                                      ,apache_commons,protected  ,146         ,10            ,1              ,other
parse|token                                        ,apache_commons,protected  ,37          ,5             ,1              ,other
select|number|rule                                 ,apache_commons,protected  ,8           ,0             ,0              ,other
format                                             ,apache_commons,public     ,9           ,3             ,0              ,other
format                                             ,apache_commons,null       ,9           ,3             ,0              ,other
format                                             ,apache_commons,public     ,3           ,0             ,0              ,other
apply|rules|to|string                              ,apache_commons,private    ,1           ,0             ,0              ,other
new|calendar                                       ,apache_commons,private    ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,3           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,3           ,0             ,0              ,other
format                                             ,apache_commons,public     ,3           ,0             ,0              ,other
format                                             ,apache_commons,public     ,1           ,0             ,0              ,other
format                                             ,apache_commons,public     ,3           ,0             ,0              ,other
format                                             ,apache_commons,public     ,3           ,0             ,0              ,other
format                                             ,apache_commons,public     ,5           ,1             ,0              ,other
apply|rules                                        ,apache_commons,protected  ,1           ,0             ,0              ,other
apply|rules                                        ,apache_commons,private    ,8           ,0             ,0              ,other
get|pattern                                        ,apache_commons,public     ,1           ,0             ,0              ,getter
get|time|zone                                      ,apache_commons,public     ,1           ,0             ,0              ,getter
get|locale                                         ,apache_commons,public     ,1           ,0             ,0              ,getter
get|max|length|estimate                            ,apache_commons,public     ,1           ,0             ,0              ,getter
equals                                             ,apache_commons,public     ,5           ,1             ,0              ,other
hash|code                                          ,apache_commons,public     ,1           ,0             ,0              ,other
to|string                                          ,apache_commons,public     ,1           ,0             ,0              ,other
read|object                                        ,apache_commons,private    ,2           ,0             ,0              ,other
append|digits                                      ,apache_commons,private    ,2           ,0             ,0              ,other
append|full|digits                                 ,apache_commons,private    ,50          ,6             ,1              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
estimate|length                                    ,apache_commons,public     ,8           ,1             ,1              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,7           ,2             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,5           ,1             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,5           ,1             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,5           ,1             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,5           ,1             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,2           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,1           ,0             ,0              ,other
get|time|zone|display                              ,apache_commons,null       ,10          ,2             ,0              ,getter
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,6           ,1             ,0              ,other
estimate|length                                    ,apache_commons,public     ,1           ,0             ,0              ,other
append|to                                          ,apache_commons,public     ,14          ,2             ,0              ,other
